32,2024-04-28 22:38:00,2024-04-28,Meama Collect • Abashidze,Multicapsule Format metal cup,1,7.8,7.8,Card,10% Discount,Cloudy,Independence Day
33,2023-03-06 05:35:00,2023-03-06,Meama Collect • Turtle Lake,blue 05,3,6.95,20.85,Card,10% Discount,Sunny,None
34,2023-11-22 09:38:00,2023-11-22,Meama Space • Tbilisi Mall,Brazil,2,3.64,7.28,Card,None,Cloudy,Easter
35,2023-11-01 02:42:00,2023-11-01,Meama Collect • Sheni Saxli Jiqia,Earl Gray black,2,7.11,14.22,App,None,Cloudy,Easter
36,2025-03-25 22:59:00,2025-03-25,Meama Collect • Batumi,Red 06,3,3.19,9.57,Card,Bundle Offer,Snowy,Independence Day
37,2024-04-27 13:34:00,2024-04-27,Meama Collect • Beliashvili,Creme Brulee,1,5.66,5.66,Cash,10% Discount,Sunny,Easter
38,2023-07-27 05:49:00,2023-07-27,Meama Space • Tbilisi Mall,green 07,2,2.02,4.04,Card,None,Cloudy,None
39,2024-06-10 02:30:00,2024-06-10,Meama Collect • Paliashvili Street,Chocolate Bar,3,5.92,17.76,Cash,Bundle Offer,Cloudy,New Year
40,2024-12-15 14:37:00,2024-12-15,Meama Collect • Paliashvili Street,Metal cup,1,1.85,1.85,Cash,10% Discount,Snowy,New Year
41,2024-10-06 05:04:00,2024-10-06,Meama Space • Tbilisi Mall,Hazelnut Chocolate,1,8.41,8.41,Cash,10% Discount,Rainy,Independence Day
42,2023-05-05 18:49:00,2023-05-05,Meama Space • Tbilisi Mall,Vanilla,3,7.21,21.63,Card,None,Sunny,Independence Day
43,2025-07-16 07:06:00,2025-07-16,Meama Collect • Kartozia Street,Ginger and Mint,2,7.19,14.38,Cash,10% Discount,Cloudy,Easter
44,2024-05-16 23:07:00,2024-05-16,Meama Collect • Digomi,versatile,3,4.06,12.18,Cash,Bundle Offer,Rainy,New Year
45,2024-11-10 05:45:00,2024-11-10,Meama Collect • Digomi,Mango Carabao,3,3.27,9.81,App,10% Discount,Snowy,Easter
46,2025-04-05 11:55:00,2025-04-05,Meama Collect • Abashidze,Chocolate Bar,2,7.22,14.44,Cash,Bundle Offer,Cloudy,Independence Day
47,2025-07-10 05:27:00,2025-07-10,Meama Space • City Mall,Colombia 03,1,6.44,6.44,App,10% Discount,Rainy,Easter
48,2024-10-25 00:55:00,2024-10-25,Meama Collect • Batumi,Ethiopia,1,2.9,2.9,App,10% Discount,Sunny,None
49,2023-02-03 14:55:00,2023-02-03,Meama Collect • Dedaena,Berry Hibiscus,3,7.18,21.54,Cash,10% Discount,Cloudy,Easter
50,2023-02-05 12:36:00,2023-02-05,Meama Collect • Rustavi,Coffee Latte,1,4.21,4.21,Cash,None,Snowy,None
51,2023-09-13 04:53:00,2023-09-13,Meama Collect • Digomi,Caramel,2,9.95,19.9,App,Bundle Offer,Snowy,New Year
52,2025-05-03 20:29:00,2025-05-03,Meama Collect • Sheni Saxli Jiqia,Metal cup,2,6.87,13.74,Cash,Bundle Offer,Snowy,None
53,2024-01-12 13:48:00,2024-01-12,Meama Collect • Sheni Saxli Jiqia,Coffee with Multivitamin,1,3.24,3.24,Cash,None,Rainy,New Year
54,2024-08-23 10:21:00,2024-08-23,Meama Collect • Sheni Saxli Jiqia,El Salvador 04,1,1.84,1.84,App,10% Discount,Rainy,None
55,2024-03-10 09:47:00,2024-03-10,Meama Collect • Dedaena,Creme Brulee,1,3.53,3.53,App,Bundle Offer,Snowy,New Year
56,2025-07-27 00:29:00,2025-07-27,Meama Space • East Point,El Salvador 04,2,6.48,12.96,App,10% Discount,Snowy,New Year
57,2025-07-10 02:13:00,2025-07-10,Meama Collect • Lisi,Caramel,2,7.06,14.12,App,None,Snowy,Easter
58,2023-02-15 18:51:00,2023-02-15,Meama Collect • Bukia Garden,Decaf,3,3.06,9.18,Card,Bundle Offer,Rainy,New Year
59,2023-06-08 19:49:00,2023-06-08,Meama Space • East Point,Burgundy,1,6.03,6.03,App,Bundle Offer,Cloudy,Easter
60,2023-10-23 14:09:00,2023-10-23,Meama Space • East Point,Decaf,2,6.37,12.74,App,None,Cloudy,New Year
61,2025-06-19 01:18:00,2025-06-19,Meama Collect • Rustavi,Vanilla,1,8.45,8.45,Cash,None,Snowy,Independence Day
62,2023-10-14 21:26:00,2023-10-14,Meama Collect • Paliashvili Street,Caramel,2,3.19,6.38,Card,None,Cloudy,New Year
63,2024-03-22 18:15:00,2024-03-22,Meama Collect • Kartozia Street,Classic Green,3,5.15,15.45,Card,10% Discount,Cloudy,New Year
64,2023-06-03 05:55:00,2023-06-03,Meama Collect • Sheni Saxli Jiqia,Colombia 03,1,8.86,8.86,Cash,Bundle Offer,Snowy,None
65,2024-01-06 18:48:00,2024-01-06,Meama Space • City Mall,Creme Brulee,3,2.86,8.58,Cash,Bundle Offer,Cloudy,New Year
66,2023-09-05 04:35:00,2023-09-05,Meama Collect • Lisi,Yellow 04,1,7.14,7.14,App,Bundle Offer,Rainy,Easter
67,2024-10-21 03:35:00,2024-10-21,Meama Collect • Beliashvili,Vanilla,2,2.77,5.54,Cash,10% Discount,Cloudy,Independence Day
68,2023-04-22 00:03:00,2023-04-22,Meama Collect • Rustavi,green 07,1,8.25,8.25,App,Bundle Offer,Snowy,Independence Day
69,2023-10-03 08:36:00,2023-10-03,Meama Space • City Mall,Mountain Raspberry,1,8.35,8.35,Cash,None,Rainy,None
70,2025-06-04 08:50:00,2025-06-04,Meama Space • City Mall,blue 05,2,3.45,6.9,Cash,None,Rainy,New Year
71,2025-06-25 05:02:00,2025-06-25,Meama Collect • Kartozia Street,Macapuno Coconut,3,4.43,13.29,Cash,None,Snowy,None
72,2023-09-12 01:40:00,2023-09-12,Meama Space • City Mall,Bulldog,1,4.21,4.21,Card,Bundle Offer,Snowy,New Year
73,2024-03-30 23:03:00,2024-03-30,Meama Space • Tbilisi Mall,Hazelnut,3,2.23,6.69,Cash,None,Cloudy,Independence Day
74,2024-04-26 00:17:00,2024-04-26,Meama Collect • Digomi,Caramel,1,2.54,2.54,Card,Bundle Offer,Rainy,New Year
75,2023-05-29 00:24:00,2023-05-29,Meama Space • City Mall,Barberry,1,2.76,2.76,Card,Bundle Offer,Rainy,Easter
76,2024-06-29 20:42:00,2024-06-29,Meama Collect • Gori,espresso machine,3,9.29,27.87,Card,Bundle Offer,Rainy,New Year
77,2024-03-09 18:24:00,2024-03-09,Meama Collect • Dedaena,Macapuno Coconut,2,9.94,19.88,App,Bundle Offer,Rainy,Independence Day
78,2023-06-10 23:13:00,2023-06-10,Meama Collect • Sheni Saxli Jiqia,Burgundy,2,6.02,12.04,App,Bundle Offer,Rainy,None
79,2023-05-01 05:31:00,2023-05-01,Meama Collect • Gori,Guatemala 07,1,5.46,5.46,Cash,None,Rainy,Independence Day
80,2024-05-05 10:31:00,2024-05-05,Meama Collect • Abashidze,Coffee with Collagen,3,5.7,17.1,App,Bundle Offer,Rainy,New Year
81,2023-05-17 19:35:00,2023-05-17,Meama Space • East Point,Red 06,2,8.85,17.7,Cash,10% Discount,Cloudy,New Year
82,2023-06-10 12:29:00,2023-06-10,Meama Collect • Lisi,Bulldog,1,6.11,6.11,Card,None,Rainy,Easter
83,2023-09-16 05:11:00,2023-09-16,Meama Collect • Kartozia Street,Chocolate Bar,2,3.33,6.66,App,Bundle Offer,Snowy,Independence Day
84,2024-04-11 18:21:00,2024-04-11,Meama Collect • Abashidze,Ginger and Mint,2,7.31,14.62,App,Bundle Offer,Sunny,Easter
85,2023-09-27 13:32:00,2023-09-27,Meama Collect • Lisi,Buckthorn & Ginger,1,7.47,7.47,Cash,None,Cloudy,None
86,2024-06-10 13:33:00,2024-06-10,Meama Collect • Beliashvili,Earl Gray black,1,9.03,9.03,Cash,None,Sunny,Easter
87,2023-05-17 17:39:00,2023-05-17,Meama Collect • Beliashvili,Earl Gray black,2,9.33,18.66,App,Bundle Offer,Sunny,Easter
88,2023-11-29 06:07:00,2023-11-29,Meama Collect • Rustavi,blue 05,1,7.29,7.29,App,None,Rainy,New Year
89,2023-07-15 10:49:00,2023-07-15,Meama Collect • Gori,Red 06,2,9.16,18.32,Cash,Bundle Offer,Rainy,Easter
90,2025-04-17 05:06:00,2025-04-17,Meama Collect • Bukia Garden,Burgundy,2,3.53,7.06,Cash,Bundle Offer,Snowy,None
91,2024-02-26 09:51:00,2024-02-26,Meama Space • Tbilisi Mall,Double walled glass,2,7.51,15.02,App,Bundle Offer,Cloudy,Independence Day
92,2025-04-29 03:37:00,2025-04-29,Meama Space • East Point,Coffee with Multivitamin,3,3.94,11.82,Cash,10% Discount,Cloudy,Easter
93,2025-05-19 18:06:00,2025-05-19,Meama Collect • Gori,Double walled glass,2,9.7,19.4,Card,None,Snowy,None
94,2024-02-22 18:46:00,2024-02-22,Meama Collect • Abashidze Street,Chocolate Bar,1,9.51,9.51,Cash,Bundle Offer,Cloudy,New Year
95,2024-12-04 07:42:00,2024-12-04,Meama Collect • Abashidze,Ginger and Mint,3,7.1,21.3,App,10% Discount,Cloudy,Easter
96,2023-03-04 07:13:00,2023-03-04,Meama Collect • Digomi,Classic Black,1,6.94,6.94,Cash,None,Rainy,Independence Day
97,2024-01-06 03:12:00,2024-01-06,Meama Collect • Paliashvili Street,multicapsule,2,7.77,15.54,Card,None,Snowy,Independence Day
98,2023-04-11 05:07:00,2023-04-11,Meama Collect • Beliashvili,Europeaan Format metal cup,1,2.7,2.7,Card,10% Discount,Rainy,Easter
99,2023-06-21 00:54:00,2023-06-21,Meama Collect • Gori,Chocolate Bar,2,4.58,9.16,Card,None,Sunny,None
100,2024-10-06 22:17:00,2024-10-06,Meama Collect • Batumi,Caramel,3,2.9,8.7,App,None,Rainy,Easter
101,2024-04-24 07:22:00,2024-04-24,Meama Collect • Lisi,versatile,2,3.19,6.38,Cash,10% Discount,Sunny,Easter
102,2024-11-07 16:20:00,2024-11-07,Meama Collect • Turtle Lake,multicapsule,3,6.78,20.34,App,Bundle Offer,Sunny,New Year
103,2024-11-27 04:58:00,2024-11-27,Meama Collect • Beliashvili,Colombia 03,2,6.25,12.5,App,10% Discount,Rainy,New Year
104,2025-02-06 02:52:00,2025-02-06,Meama Collect • Digomi,Ginger and Mint,3,7.75,23.25,App,Bundle Offer,Cloudy,Easter
105,2024-02-02 12:39:00,2024-02-02,Meama Collect • Batumi,Mango Carabao,2,5.36,10.72,App,10% Discount,Cloudy,Independence Day
106,2023-03-05 08:22:00,2023-03-05,Meama Collect • Sheni Saxli Jiqia,Mountain Raspberry,3,5.35,16.05,Card,10% Discount,Snowy,Independence Day
107,2024-12-29 23:01:00,2024-12-29,Meama Collect • Rustavi,Hazelnut Chocolate,2,2.53,5.06,Cash,10% Discount,Sunny,Independence Day
108,2023-06-14 01:10:00,2023-06-14,Meama Collect • Gori,Earl gray green,1,5.53,5.53,App,None,Snowy,None
109,2025-08-11 14:02:00,2025-08-11,Meama Collect • Bukia Garden,cappuccino,2,3.46,6.92,Card,None,Cloudy,None
110,2025-01-27 20:13:00,2025-01-27,Meama Space • East Point,Hazelnut,1,4.36,4.36,Card,Bundle Offer,Sunny,Independence Day
111,2023-04-10 14:33:00,2023-04-10,Meama Space • City Mall,Creme Brulee,2,5.68,11.36,App,None,Snowy,None
112,2024-03-29 06:25:00,2024-03-29,Meama Collect • Batumi,cappuccino,1,6.34,6.34,Card,None,Snowy,Independence Day
113,2023-10-31 11:44:00,2023-10-31,Meama Collect • Gori,Ethiopia,3,3.05,9.15,Cash,Bundle Offer,Cloudy,New Year
114,2024-02-20 04:14:00,2024-02-20,Meama Collect • Abashidze,Bulldog,1,3.03,3.03,Card,10% Discount,Rainy,None
115,2023-08-17 01:11:00,2023-08-17,Meama Collect • Abashidze,Hazelnut,1,2.89,2.89,Cash,Bundle Offer,Sunny,None
116,2023-04-07 07:31:00,2023-04-07,Meama Collect • Abashidze,Coffee with Multivitamin,2,5.22,10.44,Cash,None,Sunny,New Year
117,2025-04-13 20:23:00,2025-04-13,Meama Collect • Rustavi,Purple 08,2,7.75,15.5,App,10% Discount,Cloudy,New Year
118,2023-03-14 18:16:00,2023-03-14,Meama Collect • Paliashvili Street,Earl Gray black,3,7.6,22.8,App,10% Discount,Cloudy,Easter
119,2024-11-24 11:07:00,2024-11-24,Meama Collect • Bukia Garden,Decaf,2,2.56,5.12,Card,10% Discount,Rainy,None
120,2025-07-13 22:20:00,2025-07-13,Meama Collect • Turtle Lake,Purple 08,2,2.77,5.54,App,None,Rainy,New Year
121,2025-04-25 05:11:00,2025-04-25,Meama Collect • Digomi,Berry Hibiscus,3,7.25,21.75,Cash,None,Sunny,New Year
122,2024-01-04 06:03:00,2024-01-04,Meama Collect • Dedaena,Europeaan Format metal cup,1,9.61,9.61,Card,Bundle Offer,Cloudy,New Year
123,2023-06-21 23:04:00,2023-06-21,Meama Collect • Beliashvili,cappuccino,3,2.13,6.39,Cash,Bundle Offer,Rainy,None
124,2025-02-25 17:14:00,2025-02-25,Meama Space • City Mall,espresso machine,1,3.6,3.6,Card,None,Rainy,Independence Day
125,2025-04-24 06:07:00,2025-04-24,Meama Collect • Rustavi,Guatemala 07,3,3.9,11.7,Card,10% Discount,Cloudy,Easter
126,2023-11-23 20:28:00,2023-11-23,Meama Collect • Paliashvili Street,Classic Black,1,5.91,5.91,Cash,Bundle Offer,Cloudy,None
127,2023-12-04 06:53:00,2023-12-04,Meama Collect • Paliashvili Street,Macapuno Coconut,2,3.03,6.06,Cash,None,Sunny,None
128,2023-07-16 14:54:00,2023-07-16,Meama Collect • Lisi,Classic Black,3,2.82,8.46,App,10% Discount,Cloudy,Easter
129,2024-09-02 21:37:00,2024-09-02,Meama Collect • Beliashvili,Metal cup,1,8.77,8.77,App,Bundle Offer,Sunny,New Year
130,2023-11-11 03:28:00,2023-11-11,Meama Space • East Point,Coffee with Collagen,2,7.04,14.08,Cash,Bundle Offer,Cloudy,None
131,2025-01-06 04:55:00,2025-01-06,Meama Collect • Beliashvili,Irish Coffee,3,3.58,10.74,Cash,10% Discount,Rainy,New Year
132,2024-05-16 01:02:00,2024-05-16,Meama Collect • Dedaena,Coffee with Collagen,2,2.46,4.92,Cash,Bundle Offer,Cloudy,Independence Day
133,2023-09-14 18:40:00,2023-09-14,Meama Collect • Dedaena,vanilla,2,4.18,8.36,Card,10% Discount,Cloudy,Independence Day
134,2023-03-03 22:19:00,2023-03-03,Meama Space • Tbilisi Mall,versatile,2,4.48,8.96,App,None,Rainy,None
135,2025-08-13 09:23:00,2025-08-13,Meama Collect • Digomi,Burgundy,1,7.55,7.55,App,Bundle Offer,Sunny,Easter
136,2023-06-20 11:24:00,2023-06-20,Meama Collect • Gori,multicapsule,1,8.71,8.71,App,None,Rainy,New Year
137,2025-05-06 20:52:00,2025-05-06,Meama Collect • Beliashvili,Irish Coffee,3,2.09,6.27,Cash,None,Rainy,New Year
138,2023-02-27 20:03:00,2023-02-27,Meama Collect • Sheni Saxli Jiqia,Red 06,2,1.87,3.74,Card,10% Discount,Cloudy,Easter
139,2024-06-27 14:00:00,2024-06-27,Meama Collect • Bukia Garden,Irish Coffee,3,2.68,8.04,Card,10% Discount,Snowy,New Year
140,2025-01-15 01:16:00,2025-01-15,Meama Space • City Mall,Multicapsule Format metal cup,3,3.57,10.71,Card,None,Cloudy,None
141,2023-10-07 10:24:00,2023-10-07,Meama Collect • Dedaena,versatile,2,5.05,10.1,Cash,10% Discount,Sunny,Easter
142,2023-12-09 12:49:00,2023-12-09,Meama Collect • Paliashvili Street,Ethiopia,2,9.58,19.16,Card,None,Cloudy,New Year
143,2023-10-29 00:44:00,2023-10-29,Meama Collect • Rustavi,multicapsule,3,5.32,15.96,App,None,Rainy,Independence Day
144,2023-07-27 00:30:00,2023-07-27,Meama Collect • Paliashvili Street,Strawberry Kiwi,3,7.98,23.94,Card,10% Discount,Cloudy,Easter
145,2023-05-24 00:20:00,2023-05-24,Meama Collect • Abashidze Street,Mango Carabao,2,9.46,18.92,Card,Bundle Offer,Rainy,None
146,2023-10-24 16:03:00,2023-10-24,Meama Collect • Dedaena,Hazelnut Chocolate,3,8.97,26.91,Card,10% Discount,Sunny,Independence Day
147,2023-11-25 01:10:00,2023-11-25,Meama Collect • Beliashvili,Brazil,3,3.65,10.95,App,10% Discount,Cloudy,None
148,2023-12-01 22:23:00,2023-12-01,Meama Collect • Dedaena,Coffee with Collagen,3,2.12,6.36,Card,10% Discount,Snowy,Easter
149,2024-05-23 04:20:00,2024-05-23,Meama Collect • Beliashvili,Irish Coffee,3,7.24,21.72,Card,Bundle Offer,Cloudy,None
150,2023-12-28 06:55:00,2023-12-28,Meama Collect • Bukia Garden,Metal cup,1,9.83,9.83,Card,None,Snowy,New Year
151,2023-02-20 20:01:00,2023-02-20,Meama Collect • Digomi,Chai Latte,2,3.26,6.52,Cash,Bundle Offer,Cloudy,Easter
152,2023-03-18 05:39:00,2023-03-18,Meama Collect • Sheni Saxli Jiqia,Macapuno Coconut,1,9.63,9.63,Card,None,Rainy,None
153,2023-11-30 22:16:00,2023-11-30,Meama Collect • Gori,green 07,3,5.08,15.24,Cash,10% Discount,Snowy,New Year
154,2023-07-13 03:21:00,2023-07-13,Meama Collect • Abashidze Street,Bulldog,2,5.78,11.56,Cash,None,Snowy,Independence Day
155,2025-01-20 02:12:00,2025-01-20,Meama Collect • Dedaena,Europeaan Format metal cup,3,9.84,29.52,Cash,Bundle Offer,Sunny,None
156,2025-06-28 11:49:00,2025-06-28,Meama Collect • Paliashvili Street,Red 06,3,7.47,22.41,Cash,10% Discount,Cloudy,None
157,2024-10-03 08:52:00,2024-10-03,Meama Collect • Dedaena,Earl gray green,3,5.54,16.62,App,None,Snowy,New Year
158,2024-11-30 16:33:00,2024-11-30,Meama Space • City Mall,Europeaan Format metal cup,3,6.73,20.19,Card,None,Snowy,None
159,2023-01-30 07:46:00,2023-01-30,Meama Collect • Turtle Lake,Macapuno Coconut,2,4.78,9.56,Card,None,Rainy,None
160,2024-07-24 20:45:00,2024-07-24,Meama Collect • Rustavi,Barberry,2,7.51,15.02,App,10% Discount,Cloudy,None
161,2024-05-05 08:52:00,2024-05-05,Meama Collect • Batumi,Hazelnut,2,3.61,7.22,Cash,None,Sunny,Independence Day
162,2023-08-10 01:19:00,2023-08-10,Meama Collect • Gori,Berry Hibiscus,3,4.02,12.06,App,None,Cloudy,Easter
163,2023-07-01 07:58:00,2023-07-01,Meama Collect • Abashidze Street,Barberry,1,6.18,6.18,App,None,Snowy,Easter
164,2023-09-18 20:17:00,2023-09-18,Meama Collect • Bukia Garden,Coffee Latte,3,5.31,15.93,Cash,Bundle Offer,Sunny,Independence Day
165,2025-03-30 03:15:00,2025-03-30,Meama Collect • Digomi,Burgundy,2,3.77,7.54,Cash,Bundle Offer,Sunny,New Year
166,2025-09-01 19:54:00,2025-09-01,Meama Collect • Beliashvili,Bulldog,1,2.42,2.42,Card,10% Discount,Rainy,Easter
167,2024-08-18 13:42:00,2024-08-18,Meama Space • City Mall,Multicapsule Format metal cup,3,4.14,12.42,Card,Bundle Offer,Snowy,New Year
168,2023-08-22 19:25:00,2023-08-22,Meama Collect • Turtle Lake,Vanilla,2,3.08,6.16,Cash,Bundle Offer,Snowy,Easter
169,2025-02-25 18:11:00,2025-02-25,Meama Collect • Digomi,Vanilla,2,5.02,10.04,Cash,None,Sunny,New Year
170,2023-03-23 01:53:00,2023-03-23,Meama Space • East Point,Hazelnut Chocolate,1,6.92,6.92,Cash,Bundle Offer,Cloudy,None
171,2023-08-21 09:55:00,2023-08-21,Meama Collect • Kartozia Street,Earl Gray black,1,5.33,5.33,Cash,Bundle Offer,Cloudy,Independence Day
172,2025-06-16 03:58:00,2025-06-16,Meama Collect • Abashidze,Double walled glass,3,6.88,20.64,App,Bundle Offer,Rainy,New Year
173,2023-09-26 10:41:00,2023-09-26,Meama Space • City Mall,Ginger and Mint,2,7.32,14.64,Cash,None,Cloudy,None
174,2025-06-29 04:21:00,2025-06-29,Meama Collect • Turtle Lake,Metal cup,2,2.08,4.16,Cash,10% Discount,Cloudy,None
175,2023-02-09 08:34:00,2023-02-09,Meama Space • East Point,Metal cup,3,7.66,22.98,Card,Bundle Offer,Rainy,Independence Day
176,2025-02-27 04:35:00,2025-02-27,Meama Space • City Mall,Multicapsule Format metal cup,3,5.21,15.63,App,10% Discount,Cloudy,None
177,2023-03-31 06:58:00,2023-03-31,Meama Collect • Digomi,El Salvador 04,1,8.63,8.63,Card,Bundle Offer,Sunny,Easter
178,2023-08-09 08:04:00,2023-08-09,Meama Collect • Abashidze,versatile,2,9.13,18.26,Card,None,Rainy,New Year
179,2024-10-02 09:40:00,2024-10-02,Meama Collect • Abashidze Street,Vanilla,2,2.58,5.16,Card,Bundle Offer,Snowy,Independence Day
180,2024-09-21 03:55:00,2024-09-21,Meama Collect • Batumi,Earl gray green,3,7.42,22.26,Cash,10% Discount,Rainy,New Year
181,2023-02-15 20:09:00,2023-02-15,Meama Collect • Kartozia Street,Earl Gray black,1,8.61,8.61,App,None,Cloudy,None
182,2024-05-05 17:11:00,2024-05-05,Meama Collect • Gori,Ethiopia,1,4.46,4.46,App,10% Discount,Cloudy,Easter
183,2024-04-09 01:42:00,2024-04-09,Meama Collect • Gori,Creme Brulee,3,2.76,8.28,Cash,Bundle Offer,Rainy,New Year
184,2024-10-05 12:07:00,2024-10-05,Meama Collect • Rustavi,Creme Brulee,3,6.27,18.81,Card,10% Discount,Rainy,Easter
185,2024-10-08 08:25:00,2024-10-08,Meama Collect • Digomi,Earl Gray black,3,3.29,9.87,Cash,Bundle Offer,Cloudy,New Year
186,2023-12-22 19:20:00,2023-12-22,Meama Collect • Gori,Caramel,3,8.02,24.06,Cash,Bundle Offer,Sunny,None
187,2024-10-26 14:09:00,2024-10-26,Meama Collect • Lisi,espresso machine,2,3.45,6.9,App,None,Cloudy,None
188,2025-01-06 04:36:00,2025-01-06,Meama Collect • Bukia Garden,Ginger and Mint,3,7.36,22.08,Cash,None,Cloudy,New Year
189,2025-03-26 04:49:00,2025-03-26,Meama Collect • Batumi,Colombia 03,2,3.72,7.44,App,10% Discount,Cloudy,None
190,2023-12-08 22:37:00,2023-12-08,Meama Collect • Bukia Garden,blue 05,2,4.24,8.48,Card,None,Sunny,None
191,2025-04-24 02:20:00,2025-04-24,Meama Collect • Bukia Garden,Caramel,3,8.7,26.1,Cash,10% Discount,Rainy,Easter
192,2023-03-13 22:15:00,2023-03-13,Meama Collect • Bukia Garden,cappuccino,1,7.21,7.21,Cash,Bundle Offer,Snowy,Independence Day
193,2023-10-10 02:40:00,2023-10-10,Meama Collect • Bukia Garden,Decaf,3,4.4,13.2,Cash,None,Snowy,New Year
194,2025-07-08 04:08:00,2025-07-08,Meama Collect • Bukia Garden,Barberry,3,3.33,9.99,App,None,Cloudy,Easter
195,2023-12-18 09:43:00,2023-12-18,Meama Space • East Point,Colombia 03,3,5.03,15.09,Cash,None,Cloudy,Independence Day
196,2023-06-23 11:31:00,2023-06-23,Meama Space • Tbilisi Mall,espresso machine,1,6.78,6.78,App,Bundle Offer,Snowy,Easter
197,2025-07-11 17:28:00,2025-07-11,Meama Collect • Dedaena,green 07,3,8.79,26.37,Card,10% Discount,Snowy,None
198,2024-11-16 08:43:00,2024-11-16,Meama Space • East Point,Berry Hibiscus,2,5.13,10.26,Card,None,Rainy,None
